company_id,timein,breakout,breakin,timeout,monday,tuesday,wednesday,thursday,friday,saturday,sunday,flextime,delflag,id_,scheduleid
17,9:00:00,,,6:00:00,,1,,,,,,,,945,104
17,9:00:00,,,6:00:00,,,1,,,,,,,946,104
17,9:00:00,,,6:00:00,,,,1,,,,,,947,104
17,9:00:00,,,6:00:00,,,,,1,,,,,948,104
17,9:00:00,,,6:00:00,,,,,,1,,,,949,104
17,1:00:00,,,12:00:00,,,,,,,1,,,950,105
17,9:00:00,,,6:00:00,1,,,,,,,,,951,105
17,9:00:00,,,6:00:00,,1,,,,,,,,952,105
17,9:00:00,,,6:00:00,,,1,,,,,,,953,105
17,9:00:00,,,6:00:00,,,,1,,,,,,954,105
17,9:00:00,,,6:00:00,,,,,1,,,,,955,105
17,9:00:00,,,6:00:00,,,,,,1,,,,956,105
17,1:00:00,,,12:00:00,,,,,,,1,,,957,106
17,9:00:00,,,6:00:00,1,,,,,,,,,958,106
17,9:00:00,,,6:00:00,,1,,,,,,,,959,106
17,9:00:00,,,6:00:00,,,1,,,,,,,960,106
17,9:00:00,,,6:00:00,,,,1,,,,,,961,106
17,9:00:00,,,6:00:00,,,,,1,,,,,962,106
17,9:00:00,,,6:00:00,,,,,,1,,,,963,106
17,1:00:00,,,12:00:00,,,,,,,1,,,964,107
17,9:00:00,,,6:00:00,1,,,,,,,,,965,107
17,9:00:00,,,6:00:00,,1,,,,,,,,966,107
17,9:00:00,,,6:00:00,,,1,,,,,,,967,107
17,9:00:00,,,6:00:00,,,,1,,,,,,968,107
17,9:00:00,,,6:00:00,,,,,1,,,,,969,107
17,9:00:00,,,6:00:00,,,,,,1,,,,970,107
17,1:00:00,,,12:00:00,,,,,,,1,,,971,108
17,9:00:00,,,6:00:00,1,,,,,,,,,972,108
17,9:00:00,,,6:00:00,,1,,,,,,,,973,108
17,9:00:00,,,6:00:00,,,1,,,,,,,974,108
17,9:00:00,,,6:00:00,,,,1,,,,,,975,108
17,9:00:00,,,6:00:00,,,,,1,,,,,976,108
17,9:00:00,,,6:00:00,,,,,,1,,,,977,108
17,1:00:00,,,12:00:00,,,,,,,1,,,978,109
17,9:00:00,,,6:00:00,1,,,,,,,,,979,109
17,9:00:00,,,6:00:00,,1,,,,,,,,980,109
17,9:00:00,,,6:00:00,,,1,,,,,,,981,109
17,9:00:00,,,6:00:00,,,,1,,,,,,982,109
17,9:00:00,,,6:00:00,,,,,1,,,,,983,109
17,9:00:00,,,6:00:00,,,,,,1,,,,984,109
17,1:00:00,,,12:00:00,,,,,,,1,,,985,110
17,9:00:00,,,6:00:00,1,,,,,,,,,986,110
17,9:00:00,,,6:00:00,,1,,,,,,,,987,110
17,9:00:00,,,6:00:00,,,1,,,,,,,988,110
17,9:00:00,,,6:00:00,,,,1,,,,,,989,110
17,9:00:00,,,6:00:00,,,,,1,,,,,990,110
17,9:00:00,,,6:00:00,,,,,,1,,,,991,110
17,1:00:00,,,12:00:00,,,,,,,1,,,992,111
17,9:00:00,,,6:00:00,1,,,,,,,,,993,111
17,9:00:00,,,6:00:00,,1,,,,,,,,994,111
17,9:00:00,,,6:00:00,,,1,,,,,,,995,111
17,9:00:00,,,6:00:00,,,,1,,,,,,996,111
17,9:00:00,,,6:00:00,,,,,1,,,,,997,111
17,9:00:00,,,6:00:00,,,,,,1,,,,998,111
17,1:00:00,,,12:00:00,,,,,,,1,,,999,112
17,9:00:00,,,6:00:00,1,,,,,,,,,1000,112
17,9:00:00,,,6:00:00,,1,,,,,,,,1001,112
17,9:00:00,,,6:00:00,,,1,,,,,,,1002,112
17,9:00:00,,,6:00:00,,,,1,,,,,,1003,112
17,9:00:00,,,6:00:00,,,,,1,,,,,1004,112
17,9:00:00,,,6:00:00,,,,,,1,,,,1005,112
17,1:00:00,,,12:00:00,,,,,,,1,,,1006,113
17,9:00:00,,,6:00:00,1,,,,,,,,,1007,113
17,9:00:00,,,6:00:00,,1,,,,,,,,1008,113
17,9:00:00,,,6:00:00,,,1,,,,,,,1009,113
